filename,abs_filepath,emotion
Ses03F_script02_2_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M013.wav,Frustration Neutral
Ses03F_script02_2_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M007.wav,Frustration
Ses03F_script02_2_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M006.wav,Frustration
Ses03F_script02_2_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M012.wav,Anger Frustration
Ses03F_script02_2_F027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F027.wav,Frustration Sadness
Ses03F_script02_2_F033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F033.wav,Frustration
Ses03F_script02_2_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F019.wav,Happiness Sadness
Ses03F_script02_2_F025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F025.wav,Sadness
Ses03F_script02_2_F031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F031.wav,Anger Frustration
Ses03F_script02_2_M038,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M038.wav,Happiness Neutral
Ses03F_script02_2_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M004.wav,Surprise Frustration
Ses03F_script02_2_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M010.wav,Frustration Neutral
Ses03F_script02_2_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M011.wav,Frustration
Ses03F_script02_2_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M005.wav,Frustration Neutral
Ses03F_script02_2_M039,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M039.wav,Happiness Neutral
Ses03F_script02_2_F030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F030.wav,Anger Frustration
Ses03F_script02_2_F024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F024.wav,Sadness
Ses03F_script02_2_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F018.wav,Happiness Sadness
Ses03F_script02_2_F020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F020.wav,Happiness Sadness
Ses03F_script02_2_F034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F034.wav,Anger Frustration
Ses03F_script02_2_F008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F008.wav,Anger Frustration
Ses03F_script02_2_M001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M001.wav,Frustration Neutral
Ses03F_script02_2_M015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M015.wav,Frustration Other
Ses03F_script02_2_M029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M029.wav,Anger Frustration
Ses03F_script02_2_M028,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M028.wav,Anger Frustration
Ses03F_script02_2_M014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M014.wav,Frustration Other
Ses03F_script02_2_M000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M000.wav,Happiness Frustration Neutral
Ses03F_script02_2_F009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F009.wav,Anger Frustration Neutral
Ses03F_script02_2_F035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F035.wav,Anger Frustration
Ses03F_script02_2_F021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F021.wav,Happiness Sadness
Ses03F_script02_2_F037,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F037.wav,Frustration Sadness Neutral
Ses03F_script02_2_F023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F023.wav,Happiness Sadness
Ses03F_script02_2_M016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M016.wav,Frustration Neutral
Ses03F_script02_2_M002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M002.wav,Frustration
Ses03F_script02_2_M003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M003.wav,Frustration
Ses03F_script02_2_M017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M017.wav,Frustration Sadness Neutral
Ses03F_script02_2_F022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F022.wav,Happiness Sadness
Ses03F_script02_2_F036,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F036.wav,Anger Sadness
Ses03F_script02_2_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F013.wav,Frustration
Ses03F_script02_2_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F007.wav,Anger Sadness Neutral
Ses03F_script02_2_M032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M032.wav,Anger Frustration
Ses03F_script02_2_M026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M026.wav,Anger Frustration
Ses03F_script02_2_M027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M027.wav,Frustration
Ses03F_script02_2_M033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M033.wav,Anger Frustration
Ses03F_script02_2_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F006.wav,Anger Frustration
Ses03F_script02_2_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F012.wav,Anger Frustration
Ses03F_script02_2_F038,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F038.wav,Frustration Sadness
Ses03F_script02_2_F004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F004.wav,Anger Frustration Neutral
Ses03F_script02_2_F010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F010.wav,Anger Frustration Neutral
Ses03F_script02_2_M019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M019.wav,Happiness Frustration Neutral
Ses03F_script02_2_M025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M025.wav,Frustration
Ses03F_script02_2_M031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M031.wav,Anger Frustration
Ses03F_script02_2_M030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M030.wav,Anger Frustration
Ses03F_script02_2_M024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M024.wav,Frustration
Ses03F_script02_2_M018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M018.wav,Frustration Sadness Neutral
Ses03F_script02_2_F011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F011.wav,Anger Sadness Neutral
Ses03F_script02_2_F005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F005.wav,Anger
Ses03F_script02_2_F039,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F039.wav,Frustration Sadness
Ses03F_script02_2_F001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F001.wav,Anger Frustration Neutral
Ses03F_script02_2_F015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F015.wav,Anger Frustration
Ses03F_script02_2_F029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F029.wav,Frustration
Ses03F_script02_2_M020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M020.wav,Happiness Frustration Neutral
Ses03F_script02_2_M034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M034.wav,Frustration
Ses03F_script02_2_M008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M008.wav,Frustration Neutral
Ses03F_script02_2_M009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M009.wav,Anger Frustration
Ses03F_script02_2_M035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M035.wav,Frustration Sadness
Ses03F_script02_2_M021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M021.wav,Happiness Frustration Neutral
Ses03F_script02_2_F028,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F028.wav,Sadness
Ses03F_script02_2_F014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F014.wav,Frustration Sadness
Ses03F_script02_2_F000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F000.wav,Sadness Neutral
Ses03F_script02_2_F016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F016.wav,Sadness
Ses03F_script02_2_F002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F002.wav,Anger Frustration Neutral
Ses03F_script02_2_M037,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M037.wav,Surprise Happiness
Ses03F_script02_2_M023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M023.wav,Frustration
Ses03F_script02_2_M022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M022.wav,Frustration Neutral
Ses03F_script02_2_M036,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M036.wav,Frustration Happiness Sadness
Ses03F_script02_2_F003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F003.wav,Anger Frustration Neutral
Ses03F_script02_2_F017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F017.wav,Sadness
Ses03F_script02_2_M045,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M045.wav,Happiness Neutral
Ses03F_script02_2_M044,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M044.wav,Happiness Neutral
Ses03F_script02_2_M043,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M043.wav,Happiness Neutral
Ses03F_script02_2_M042,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M042.wav,Happiness Neutral
Ses03F_script02_2_F049,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F049.wav,Happiness Sadness Neutral
Ses03F_script02_2_M040,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M040.wav,Happiness Neutral
Ses03F_script02_2_M041,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_M041.wav,Happiness
Ses03F_script02_2_F048,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03F_script02_2/Ses03F_script02_2_F048.wav,Excited Happiness
Ses03M_impro05b_F005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F005.wav,Excited Neutral
Ses03M_impro05b_F011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F011.wav,Neutral
Ses03M_impro05b_M018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M018.wav,Frustration
Ses03M_impro05b_M024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M024.wav,Anger
Ses03M_impro05b_M030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M030.wav,Anger Frustration
Ses03M_impro05b_M031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M031.wav,Anger
Ses03M_impro05b_M025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M025.wav,Anger Frustration
Ses03M_impro05b_M019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M019.wav,Frustration Neutral
Ses03M_impro05b_F010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F010.wav,Neutral
Ses03M_impro05b_F004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F004.wav,Neutral
Ses03M_impro05b_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F012.wav,Neutral
Ses03M_impro05b_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F006.wav,Neutral
Ses03M_impro05b_M033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M033.wav,Anger
Ses03M_impro05b_M027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M027.wav,Anger
Ses03M_impro05b_M026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M026.wav,Anger Frustration
Ses03M_impro05b_M032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M032.wav,Anger
Ses03M_impro05b_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F007.wav,Neutral
Ses03M_impro05b_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F013.wav,Neutral
Ses03M_impro05b_F017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F017.wav,Frustration Neutral
Ses03M_impro05b_F003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_F003.wav,Neutral
Ses03M_impro05b_M022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M022.wav,Anger
Ses03M_impro05b_M023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session3/Ses03M_impro05b/Ses03M_impro05b_M023.wav,Anger
